"id","transaction_id","user_id","ammount","transaction_time","merchant_id","hash","product_id","is_anomaly","anomaly_reason"
190,"txn_61f6c1032e","user_1042","204.00","2025-05-10 09:34:36.615582","mcht_a9c8038d","c003db5a7e9b4b77b5fa6c1fcb846700","prod_147b90",False,NULL
191,"txn_16a5a9e321","user_1012","1560.50","2025-05-08 02:25:37.017302","mcht_fec172af","cc66bc86e3fd4c23a484d7bf47a9eb39","prod_b58785",False,NULL
192,"txn_0cf6624b34","user_1009","280.70","2025-05-20 17:01:18.83367","mcht_2deb4d49","1260507cd5bd4cb4abd484b086938d77","prod_8690f8",False,NULL
193,"txn_c9c5927eb3","user_1093","1556.44","2025-05-16 19:48:20.072578","mcht_107cc45d","1bd880d9b57b4b43b3e38c4a97202172","prod_fc087b",False,NULL
194,"txn_934b53d924","user_1090","136.90","2025-05-12 09:16:32.188846","mcht_5c597fbd","e87e4cbb602f4aab833e3855b868a735","prod_211bf4",False,NULL
195,"txn_2f3443911c","user_1098","1360.58","2025-05-18 03:53:53.351491","mcht_dae58456","9b1a18e0338542d098d628c2460b6a1e","prod_5f2834",False,NULL
196,"txn_960ccccf60","user_1087","368.79","2025-05-10 12:51:09.739144","mcht_ce80720b","c46f3142c13f4d4ea1e1197856beb6c7","prod_93e20c",False,NULL
197,"txn_ae95646c02","user_1008","1197.39","2025-05-09 15:37:05.524351","mcht_47eaf08d","6ec1d1823f96495f9c5b9618ba0a7436","prod_63664c",False,NULL
198,"txn_4df9c40578","user_1043","658.90","2025-05-22 15:39:30.590859","mcht_5c597fbd","f684a854741649008e5163cb40953ff4","prod_76264a",False,NULL
199,"txn_bf3fa3d53d","user_1090","1288.30","2025-05-18 06:12:35.996798","mcht_ed0cbde6","6e9201a0bd6b47039960f2d78528cc2f","prod_3abb90",False,NULL
200,"txn_9cc5859c15","user_1037","37630.51","2025-05-05 15:46:33.413048","mcht_dae58456","2bd22a37977b4dc38c993955ca9a9a3b","prod_693700",False,NULL
201,"txn_c8814ce71e","user_1016","1378.97","2025-05-11 01:36:31.336684","mcht_9bd5be58","c6b266026a244706bc02913a077431dc","prod_4b8a74",False,NULL
202,"txn_978cbd7da8","user_1097","1182.49","2025-05-06 21:35:27.581252","mcht_53290e43","b52c2ceece914ecb843da04f5b7a299d","prod_d03b7c",False,NULL
203,"txn_0f6c6deb8c","user_1018","1758.83","2025-05-20 22:15:37.826875","mcht_5c597fbd","faf2ce5a73694bbf81f0dbf8f9781e92","prod_85f7af",False,NULL
204,"txn_c2a091bd7e","user_1053","209.02","2025-05-08 03:43:52.857333","mcht_a4534fde","0b89eceab6dc4d74b76094db90f76292","prod_36c4da",False,NULL
205,"txn_767ac334fe","user_1070","1723.82","2025-05-07 21:48:20.494772","mcht_ce80720b","3f355788305a4e4d9e56380d0e964317","prod_6294c6",False,NULL
206,"txn_101541010c","user_1068","1746.77","2025-05-07 19:48:28.068807","mcht_cf02f9fd","d8efe73e598c4c5eab060569fb16cc10","prod_27d903",False,NULL
207,"txn_44a0bfb059","user_1013","704.21","2025-05-16 21:59:12.560941","mcht_107cc45d","604c3108231a48bdb33e3f7f042899fa","prod_5f4395",False,NULL
208,"txn_a81b1c6563","user_1035","508.65","2025-05-10 16:16:50.451775","mcht_713970a5","a78e14b46697417fa0c6b19df7f57c04","prod_b9f4af",False,NULL
209,"txn_e06e211a5b","user_1065","30804.36","2025-05-21 03:41:05.276858","mcht_13854936","35699c2ef69c44d1be1b43e23a8f6b26","prod_d03b7c",False,NULL
210,"txn_e8423d757e","user_1091","160.56","2025-05-16 11:47:25.377972","mcht_2deb4d49","5681eb6cd86b4cf9a3d2c0feaff33b13","prod_36c4da",False,NULL
211,"txn_0dee5094b5","user_1008","37.83","2025-05-16 20:30:54.157523","mcht_5c597fbd","1a79553faf52403bb17a366218db243c","prod_8690f8",False,NULL
212,"txn_5fc6b795eb","user_1057","75.51","2025-05-11 16:55:51.734665","mcht_dae58456","18a2d30f7ac245bdb70667f636c1c7c3","prod_b623cd",False,NULL
213,"txn_008b84b1a3","user_1010","1794.23","2025-05-19 11:48:35.299068","mcht_ddc61b33","42a727a115884af6b8abbb5e391344c6","prod_d764b6",False,NULL
214,"txn_4a29eb5232","user_1003","1406.59","2025-05-10 01:39:12.412441","mcht_47eaf08d","6b9ac1b2c8624b54a134991c417c7c18","prod_b9f4af",False,NULL
215,"txn_4e262dced9","user_1044","1046.49","2025-05-10 05:54:30.955101","mcht_a9c8038d","064f3328647c48c78853669e9e41568c","prod_9360b4",False,NULL
216,"txn_c09fee2f6e","user_1027","1624.14","2025-05-11 01:16:57.74199","mcht_dae58456","b3a201f095424c95a761205cc10bfdab","prod_4b8a74",False,NULL
217,"txn_1bb51c093e","user_1077","1957.92","2025-05-22 12:22:30.346988","mcht_a9c8038d","1d525c711abf40d798805c4938de5c80","prod_85f7af",False,NULL
218,"txn_157a4153b1","user_1034","1202.42","2025-05-10 12:40:44.546749","mcht_9bd5be58","a19a6c593f3e4893b5929af4a3b0d09a","prod_7019f5",False,NULL
219,"txn_4f2dd57851","user_1031","1273.53","2025-05-13 00:52:07.481358","mcht_ddc61b33","c288840e54df4d37a934c6fdf942e29f","prod_0110ca",False,NULL
220,"txn_835c624262","user_1093","1708.34","2025-05-11 23:47:54.7879","mcht_13854936","9c1527d553fa4a4191417c186fd241f0","prod_864b3a",False,NULL
221,"txn_d5fbb23e41","user_1051","493.11","2025-05-13 18:43:46.50427","mcht_e1e7bf64","e91de88da6ef48e8a112b6fa41173908","prod_52cbb5",False,NULL
222,"txn_1c28dd90e4","user_1001","16762.62","2025-05-12 05:56:08.827325","mcht_47eaf08d","0b3cf39cebf348adae5cea5608683cb1","prod_700e91",False,NULL
223,"txn_3f499aa575","user_1051","180.39","2025-05-11 20:05:35.074534","mcht_47eaf08d","189012731e7a4d848ac4e43407834372","prod_93e20c",False,NULL
224,"txn_c8e243020d","user_1056","232.34","2025-05-22 02:23:09.465219","mcht_13854936","b95399004b144daa96578193da09e6be","prod_a7eb2e",False,NULL
225,"txn_4229170eda","user_1049","1331.79","2025-05-09 04:31:54.959776","mcht_ce80720b","cefdb006d60944da89536d6a97cc1eae","prod_b9f4af",False,NULL
226,"txn_358ec16078","user_1010","1132.92","2025-05-07 01:45:47.03925","mcht_a4534fde","25fa2a9b9fee415781eee2381d56432c","prod_d764b6",False,NULL
227,"txn_ee403c2aba","user_1052","1046.13","2025-05-08 23:10:42.477731","mcht_ed0cbde6","902e2af834364cc99e7e1d9e554d0529","prod_85b91b",False,NULL
228,"txn_97993c21f9","user_1075","1909.14","2025-05-15 21:33:24.178988","mcht_5c597fbd","fedac33b0183462aabcb9d0734ba8160","prod_b58785",False,NULL
229,"txn_603b7d3004","user_1084","1213.57","2025-05-19 00:50:34.128081","mcht_107cc45d","95ac2a97035644c8a67c98aeb8e705c5","prod_3ee596",False,NULL
230,"txn_824db96e73","user_1048","1985.08","2025-05-17 00:35:00.520919","mcht_107cc45d","d94a352bbec042c8a6092b6c07c44b81","prod_c29e6f",False,NULL
231,"txn_9a40746ee2","user_1098","1604.40","2025-05-14 16:13:21.11573","mcht_a9c8038d","0767b621fb1b47f1868caa12bb71c007","prod_d94c5d",False,NULL
232,"txn_40effb5690","user_1084","1516.87","2025-05-12 21:17:49.389357","mcht_53290e43","f670694e51cb4ab8b9d6ddbd41f1b8ab","prod_76264a",False,NULL
233,"txn_a25d26ff0a","user_1072","591.05","2025-05-10 21:44:59.895524","mcht_713970a5","bc819f0b0d124d1b8426d3c16c8931a5","prod_36c4da",False,NULL
234,"txn_8e8dd34d16","user_1069","333.63","2025-05-15 14:58:08.255567","mcht_107cc45d","eb5a942e002e4da7bcbf3c8500aee736","prod_447c15",False,NULL
235,"txn_cdceb2956e","user_1069","746.11","2025-05-07 03:10:07.007407","mcht_ed0cbde6","c704df922e7b46aeb5339891940df6d8","prod_93e20c",False,NULL
236,"txn_5abaee61a0","user_1032","1528.84","2025-05-13 12:52:00.930349","mcht_2deb4d49","8987e660b92545b3845c91a13058ce55","prod_211bf4",False,NULL
237,"txn_04ed78224a","user_1007","1187.69","2025-05-08 00:01:48.361284","mcht_713970a5","151be1efe77640999e17b3e6e8071981","prod_85b91b",False,NULL
238,"txn_19a2a04577","user_1026","293.40","2025-05-12 23:17:38.29253","mcht_a4534fde","106f4c3c84944e60822c0bfe88bad96f","prod_447c15",False,NULL
239,"txn_abcdd2bf6b","user_1007","1094.45","2025-05-11 03:55:21.122099","mcht_ed0cbde6","3a606a0807214626a869c6fac9af7820","prod_8c53bf",False,NULL
240,"txn_45cea92440","user_1036","230.20","2025-05-17 01:55:16.880526","mcht_e1e7bf64","9404bfb72d824f9983143d9bbdd92085","prod_0110ca",False,NULL
241,"txn_a4d36a5e9f","user_1001","1069.18","2025-05-07 02:44:44.15706","mcht_5c597fbd","ed72e790398a4808a1aca28017bcf66b","prod_fc087b",False,NULL
242,"txn_89b425f8a5","user_1040","1956.18","2025-05-13 00:06:22.556701","mcht_5c597fbd","b73377b48bbf49489d345d5c60d35100","prod_779a61",False,NULL
243,"txn_99cb573144","user_1065","10862.67","2025-05-10 05:20:48.723943","mcht_5c597fbd","e4c0b9a2cef54516a8b5c89d8d83c8e7","prod_3ee596",False,NULL
244,"txn_6fe02726a5","user_1072","515.52","2025-05-16 19:22:52.069184","mcht_ed0cbde6","2807aeca975241cc8d5b46f23363d685","prod_85f7af",False,NULL
245,"txn_ca90e34f94","user_1047","759.05","2025-05-06 11:28:17.584323","mcht_2deb4d49","ea42eb4bd9a846848a583954d2bbeed3","prod_211bf4",False,NULL
246,"txn_0ab8b993b3","user_1019","1774.78","2025-05-14 09:37:40.264879","mcht_53290e43","803e3d81551e4002bb8abf9047813bce","prod_76264a",False,NULL
247,"txn_e6dd22d6ad","user_1005","1006.70","2025-05-09 06:57:45.686014","mcht_8ca45277","c1e1dae19f8343879003bca1dac2c505","prod_147b90",False,NULL
248,"txn_aa42869c98","user_1000","1427.79","2025-05-10 21:40:12.048878","mcht_fec172af","adbfb62347d84a15953ff04f2dd227c7","prod_864b3a",False,NULL
249,"txn_bdbc752e3d","user_1095","372.48","2025-05-21 05:33:54.32743","mcht_9bd5be58","d67c169e476d4ca4aecd7993f123a8bc","prod_d94c5d",False,NULL
250,"txn_3d1cb35534","user_1072","901.05","2025-05-08 06:14:37.460487","mcht_d53978e6","1c91e052e64c4085aaf10e9e42bf1065","prod_693700",False,NULL
251,"txn_83af74c2cb","user_1044","1338.60","2025-05-05 08:09:14.0005","mcht_e1e7bf64","a53ed26dfda947e8b58d646f4b4d7a56","prod_414cf0",False,NULL
252,"txn_5b40f95a33","user_1061","621.67","2025-05-16 23:01:24.603171","mcht_2deb4d49","5c7b104f71ca4a378e03dedaedabe8a6","prod_3de6f6",False,NULL
253,"txn_a9d1378dc4","user_1077","1440.45","2025-05-21 09:57:26.559259","mcht_2deb4d49","a75b89316a704f8489d0e2d12e7f75bf","prod_147b90",False,NULL
254,"txn_19686628b7","user_1022","1815.38","2025-05-15 15:16:31.656716","mcht_d53978e6","6674032828614b9b9f075deb697b1afa","prod_6294c6",False,NULL
255,"txn_a65bbaf0ea","user_1078","1938.41","2025-05-21 12:03:44.469721","mcht_5c597fbd","6c5f2f68f93445628eb2cdf8e66c1841","prod_a7eb2e",False,NULL
256,"txn_2b62e17178","user_1054","1896.81","2025-05-20 03:46:44.289768","mcht_a9c8038d","b8115cd8c3d54dde839d14794f46ec7d","prod_95c032",False,NULL
257,"txn_7f4874c7f5","user_1002","216.88","2025-05-25 13:11:54.513677","mcht_d53978e6","d22ace79b64e489094db8854875284f1","prod_4b8a74",False,NULL
258,"txn_53949ea123","user_1058","1819.72","2025-05-13 00:45:50.796023","mcht_cf02f9fd","d9dbcae7fa754afdbc620ec98281f9fe","prod_1c5dea",False,NULL
259,"txn_f4499f3d6e","user_1009","1724.25","2025-05-11 02:48:27.533112","mcht_5c597fbd","a2d945b7437b45008ae8260c0466ca94","prod_63664c",False,NULL
260,"txn_e1e915bc88","user_1081","1830.14","2025-05-14 15:06:05.539328","mcht_a4534fde","166ddf6ebed347ec9818c655d896dd1c","prod_1c5dea",False,NULL
261,"txn_8be8ed4e8d","user_1021","42061.97","2025-05-21 09:38:28.133191","mcht_2fda37a3","62460ea70b804c9b91cb7c7ae8040a89","prod_7019f5",False,NULL
262,"txn_d8b759afc7","user_1012","1449.68","2025-05-19 15:04:43.930994","mcht_5c597fbd","7a9df70f1b9a476dbf32609980fbcfcf","prod_b58785",False,NULL
263,"txn_3b8a80a568","user_1016","589.00","2025-05-12 01:45:14.882291","mcht_dae58456","6f5e40a4276b49ff8fb43adb0ece81cb","prod_956a50",False,NULL
264,"txn_e7b2c5b51a","user_1036","437.40","2025-05-12 11:04:27.428828","mcht_cf02f9fd","8501a2a07c4e466b8be924756dcaafbe","prod_76264a",False,NULL
265,"txn_7a91613447","user_1076","1943.05","2025-05-12 18:02:44.574506","mcht_47eaf08d","30e0820e7ef84402a6a46ba1998d3592","prod_864b3a",False,NULL
266,"txn_8621e50ba3","user_1067","1026.11","2025-05-08 22:25:47.771682","mcht_713970a5","d14879f2a175408d93fc46b02874d697","prod_aca0d3",False,NULL
267,"txn_2054b8e65a","user_1050","668.36","2025-05-09 06:17:11.969763","mcht_13854936","f50b181e2c9743728ae0a69728e7ef14","prod_4b8a74",False,NULL
268,"txn_f26813a7c7","user_1085","228.27","2025-05-23 11:31:27.127641","mcht_713970a5","da002c2971ef435084d1c10f61bf9343","prod_8c53bf",False,NULL
269,"txn_7cf92d874b","user_1018","1340.94","2025-05-14 08:47:58.820356","mcht_9bd5be58","7931ec1a29f24581af343fe473394bcb","prod_77ad1b",False,NULL
270,"txn_156c21c904","user_1084","1381.32","2025-05-17 22:18:06.886914","mcht_2deb4d49","ffe687c483694e7bb4b07db7ed51f64c","prod_95c032",False,NULL
271,"txn_982ea6f73a","user_1010","723.09","2025-05-15 21:57:16.159024","mcht_ce80720b","5dba855a13b0458db3d7a654080efe8f","prod_5f2834",False,NULL
272,"txn_c58dd2a8a6","user_1033","22277.68","2025-05-11 10:11:21.75535","mcht_fec172af","c584a64433b24800b1870c402de24445","prod_b9f4af",False,NULL
273,"txn_56c5cb1cba","user_1046","1108.00","2025-05-15 16:56:27.880306","mcht_9bd5be58","e798e61d8187455b873a8b6488cc70ee","prod_93e20c",False,NULL
274,"txn_af93f63e41","user_1041","1205.12","2025-05-13 09:42:10.674648","mcht_dae58456","c2392688ebce4ef9a8c33d3ea8f60d4f","prod_d764b6",False,NULL
275,"txn_bc77436395","user_1048","778.90","2025-05-22 10:15:29.060923","mcht_e1e7bf64","c90ab18995a84568afa13b80b0c847a7","prod_27d903",False,NULL
276,"txn_7bc12e0d4b","user_1022","1952.28","2025-05-07 21:11:58.374959","mcht_ed0cbde6","574c22edddbd437a89a7c7a9c7b040fc","prod_aca0d3",False,NULL
277,"txn_268291dab1","user_1029","164.10","2025-05-20 00:54:57.912537","mcht_ddc61b33","6bae22fbda6d4d70838413600c2c22b8","prod_f00771",False,NULL
278,"txn_128112df98","user_1012","462.04","2025-05-10 13:36:14.026531","mcht_ed0cbde6","d0d56abad5384a43a42a4a5950c72164","prod_d03b7c",False,NULL
279,"txn_aef147f746","user_1020","1096.45","2025-05-11 20:50:59.717162","mcht_47eaf08d","929d1a2ad61b47f1a29e9321a71890b7","prod_fc087b",False,NULL
280,"txn_2ec0bee08e","user_1100","447.95","2025-05-12 10:29:09.877088","mcht_53290e43","871f194d6e9b4e14afeaa8ee555e1ce7","prod_447c15",False,NULL
281,"txn_1c4c7a35e5","user_1051","112.32","2025-05-06 17:10:08.153027","mcht_ddc61b33","c9c34d9f3aac4742bbb740336c001211","prod_5f4395",False,NULL
282,"txn_54cf4a5e95","user_1045","1026.11","2025-05-14 05:52:38.772299","mcht_47eaf08d","914c1a1887d7412da1c3b9a5a1d3be49","prod_779a61",False,NULL
283,"txn_98a2f19803","user_1048","1456.99","2025-05-14 14:07:23.054126","mcht_fec172af","33a04082acae496bb0944369129add6b","prod_8c53bf",False,NULL
284,"txn_8fde4f97c1","user_1034","79.07","2025-05-10 14:06:37.707529","mcht_2deb4d49","a105fea21349433888f0a965c7f6f550","prod_d03b7c",False,NULL
285,"txn_efd11fe414","user_1034","1398.31","2025-05-14 03:20:34.668767","mcht_ed0cbde6","9ca1e69d96024f92960a0cb3573de287","prod_447c15",False,NULL
286,"txn_747e96d7c8","user_1025","1225.92","2025-05-09 17:02:16.292565","mcht_ddc61b33","fb83b23e6bce4f43b1c8963738d73864","prod_27d903",False,NULL
287,"txn_630b664b16","user_1052","612.52","2025-05-07 10:58:49.819064","mcht_2fda37a3","2bd9e4492c274ac29d8a5a9498391433","prod_700e91",False,NULL
288,"txn_fd0486063c","user_1014","688.71","2025-05-08 14:25:52.420457","mcht_5c597fbd","2ed87b80817b41f7921cd3112d5520b6","prod_7019f5",False,NULL
289,"txn_92b16a3ad5","user_1043","1295.16","2025-05-15 23:32:35.458619","mcht_47eaf08d","2050fe3c6f8a476aafea7ff6a4da3398","prod_1c5dea",False,NULL
290,"txn_75b4ff9f65","user_1053","1475.57","2025-05-23 02:15:49.31215","mcht_e1e7bf64","07bdf8fee045402d9f74c57ba99fe171","prod_4b8a74",False,NULL
291,"txn_1db3f53c66","user_1034","1090.95","2025-05-10 23:17:40.430206","mcht_13854936","9ca340256e7346e18b87154d8fc3bfc6","prod_b58785",False,NULL
292,"txn_aee9fafa61","user_1004","1482.40","2025-05-05 06:52:45.077747","mcht_8ca45277","3181c9c3c54145699ddfc05c9054b858","prod_27d903",False,NULL
293,"txn_74c803b5ce","user_1045","437.79","2025-05-12 11:25:54.81155","mcht_107cc45d","788ce36c0c6540e79d97bb1df3b91321","prod_f00771",False,NULL
294,"txn_a576db26a9","user_1075","1038.80","2025-05-12 11:41:09.169121","mcht_a9c8038d","9ef939b57fca42358cd228b6e3e1af26","prod_b9f4af",False,NULL
295,"txn_6e82c01c7e","user_1062","1289.93","2025-05-11 17:35:28.06034","mcht_a9c8038d","261fd05f73934cee94eb558bb261df78","prod_da8b3c",False,NULL
296,"txn_cce919bfe9","user_1030","597.23","2025-05-10 05:03:07.696831","mcht_ed0cbde6","5c412b71611e4824b3b9492fa401d259","prod_414cf0",False,NULL
297,"txn_d79289769c","user_1024","481.41","2025-05-12 22:24:16.705347","mcht_2fda37a3","6cbc254aca9443cfb0ebbe8dc6df3769","prod_7019f5",False,NULL
298,"txn_9f85d6be59","user_1067","1744.96","2025-05-06 21:14:53.140392","mcht_713970a5","d6bb0cc813f9405eb6341b33a3112539","prod_b6b48d",False,NULL
299,"txn_2d9c58eb35","user_1043","1408.44","2025-05-13 16:46:52.613274","mcht_cf02f9fd","d81a78e2d71545a89cfea46b4be47380","prod_7019f5",False,NULL
300,"txn_f2f324f6d0","user_1059","11.47","2025-05-05 22:54:13.976565","mcht_fec172af","424f0bfc68554506b3ae22d011b21d19","prod_5f4395",False,NULL
301,"txn_83dfcbc5da","user_1032","364.60","2025-05-15 15:38:02.543306","mcht_d53978e6","aaf328e615c1449bbe8764cb1ea13f52","prod_9360b4",False,NULL
302,"txn_4e8b0d541c","user_1030","333.92","2025-05-07 16:46:29.860726","mcht_ce80720b","561bad490d994f62804b8f129b563aab","prod_147b90",False,NULL
303,"txn_588a1ee7d9","user_1077","1366.63","2025-05-06 03:04:04.82225","mcht_d53978e6","95b351a9f3004a408f413819cc0b3a47","prod_b8e250",False,NULL
304,"txn_605d544869","user_1064","1994.65","2025-05-09 07:59:44.777661","mcht_107cc45d","eae06f252ec644fbb764c6cc48202c4f","prod_3abb90",False,NULL
305,"txn_404f691c9b","user_1006","1111.75","2025-05-09 15:44:31.699669","mcht_cf02f9fd","1b2ea4447f93474fba950af2b3b914f7","prod_414cf0",False,NULL
306,"txn_ce00e1d2a9","user_1088","659.21","2025-05-08 04:09:36.955468","mcht_53290e43","34817fb1199a4410b2f94d8c07422a49","prod_0110ca",False,NULL
307,"txn_7f92b68b0a","user_1033","1682.46","2025-05-10 18:29:21.128552","mcht_107cc45d","90245dabcbc5443caa56096f2e5259b9","prod_27d903",False,NULL
308,"txn_7a5fd3e310","user_1062","524.69","2025-05-18 09:31:35.052389","mcht_d53978e6","3ff9c5df07304c26a9e9106cc78c38f1","prod_7019f5",False,NULL
309,"txn_844d9f9dbb","user_1038","536.45","2025-05-06 17:26:17.209633","mcht_713970a5","ac2a603279ad487b917a602be14dedd5","prod_3ee596",False,NULL
310,"txn_9b7796fa2b","user_1056","27.02","2025-05-13 09:11:38.288766","mcht_107cc45d","ea11c506ba5c45c29df44cac391331fa","prod_52cbb5",False,NULL
311,"txn_91dee13397","user_1034","524.46","2025-05-14 17:21:29.300556","mcht_5c597fbd","be28d569977949038c0f4b4ada83e21a","prod_93e20c",False,NULL
312,"txn_9a67bbfedf","user_1051","993.87","2025-05-14 16:08:55.169948","mcht_a9c8038d","795d8cb51dd8423385ca43a24264e82e","prod_6294c6",False,NULL
313,"txn_33c11906d1","user_1061","127.57","2025-05-07 06:34:50.25869","mcht_8ca45277","f533e7f0ca694e6580153423899ad588","prod_7019f5",False,NULL
314,"txn_a728fb94ff","user_1067","1030.70","2025-05-15 17:03:52.403255","mcht_cf02f9fd","3bcf6093250040e387a04b9686ef1262","prod_211bf4",False,NULL
315,"txn_4729d7847e","user_1091","199.02","2025-05-16 07:27:08.769153","mcht_5c597fbd","a33c49fce18b4db59eb150fe0cd41f76","prod_27d903",False,NULL
316,"txn_9833f16dd5","user_1071","1388.76","2025-05-05 19:32:23.624317","mcht_2fda37a3","f36d2713f7a8463fabf56f1d6ab490a2","prod_63664c",False,NULL
317,"txn_0b4c02007c","user_1063","1223.41","2025-05-13 08:01:58.492301","mcht_d53978e6","fa827ec1bd8f4b8fbca4ce7174662708","prod_85b91b",False,NULL
318,"txn_76dee341b0","user_1068","1426.87","2025-05-15 04:23:13.186599","mcht_2deb4d49","556ab2b7462141ee9a2fd524d14f9738","prod_b213b5",False,NULL
319,"txn_57fd1531d2","user_1032","1751.03","2025-05-24 10:11:31.682929","mcht_2fda37a3","789728f46e9247ebb0a94ecc2ed67fa0","prod_b213b5",False,NULL
320,"txn_cfa801c30a","user_1021","1410.25","2025-05-16 22:04:41.923754","mcht_713970a5","7edcc695c46e448dbadb7063ee7dc5a7","prod_e963a7",False,NULL
321,"txn_59b0b8eb24","user_1074","1648.36","2025-05-08 10:59:44.694715","mcht_ed0cbde6","160651f098434adc8624e206516fc2ed","prod_447c15",False,NULL
322,"txn_18bd9042d2","user_1068","131.29","2025-05-22 06:04:56.183167","mcht_5c597fbd","99c37c92354b40ca8ce65c9602e96792","prod_3de6f6",False,NULL
323,"txn_6fdcae77c3","user_1018","478.32","2025-05-07 04:03:42.723545","mcht_2deb4d49","6de91bfcc15645a39a1f7edd8432b831","prod_864b3a",False,NULL
324,"txn_e59dac5555","user_1077","273.00","2025-05-14 07:57:31.004539","mcht_5c597fbd","17baaa1c2d4f437896b825146d388b30","prod_aca0d3",False,NULL
325,"txn_f2436ca2b9","user_1011","1673.88","2025-05-16 06:40:21.351662","mcht_e1e7bf64","34a7a8aed51f455b9003effc351e7f80","prod_5f4395",False,NULL
326,"txn_ba1e68e17e","user_1099","1985.22","2025-05-13 19:03:40.373996","mcht_9bd5be58","3375c056ef4b4d43b10c373fb93b2105","prod_aca0d3",False,NULL
327,"txn_c992e6b9a7","user_1075","1852.12","2025-05-13 21:55:39.629133","mcht_ddc61b33","1e044abb55f54331aa2ece6552ad2905","prod_956a50",False,NULL
328,"txn_c3bedfbe02","user_1002","523.00","2025-05-13 21:05:13.102921","mcht_8ca45277","9031e8c729d24e728603c5a9c2ca8e67","prod_211bf4",False,NULL
329,"txn_b52163c9d4","user_1086","1324.45","2025-05-16 22:54:33.706381","mcht_ce80720b","ea8d08d2c4774132b673dc25fdb57993","prod_3abb90",False,NULL
330,"txn_aa85848a71","user_1070","372.45","2025-05-11 09:33:56.183652","mcht_ed0cbde6","dc8c586a5be7429996f454558bc941dd","prod_27d903",False,NULL
331,"txn_79e5b52711","user_1022","1612.83","2025-05-21 22:26:05.480942","mcht_9bd5be58","aba6972a52164cd883deee745b774778","prod_27d903",False,NULL
332,"txn_be67f9f67c","user_1077","1938.45","2025-05-16 15:20:10.565152","mcht_47eaf08d","8376aa005aed4fc5b78524a613608865","prod_3ee596",False,NULL
333,"txn_3a47638e58","user_1092","358.01","2025-05-09 20:25:54.846456","mcht_ed0cbde6","0b85ded69eaf4f62b6d76dc4da0f5c7c","prod_fc087b",False,NULL
334,"txn_42f7344a42","user_1035","382.60","2025-05-19 07:19:48.225854","mcht_47eaf08d","2229860245bc49bd8e7e11cd1c0c7655","prod_8c53bf",False,NULL
335,"txn_4bb32613db","user_1040","239.70","2025-05-13 09:40:37.914874","mcht_2deb4d49","9560b33dae144f72a8681040c23cc234","prod_d94c5d",False,NULL
336,"txn_78496242b3","user_1021","754.24","2025-05-09 06:28:23.884036","mcht_107cc45d","7ab505bf47e0453c87378f7f455a41b4","prod_864b3a",False,NULL
337,"txn_648d00fe63","user_1058","1658.59","2025-05-08 19:08:15.793012","mcht_5c597fbd","1c4e82029f07449cb64310d48f73a266","prod_b58785",False,NULL
338,"txn_3f76d1b2c1","user_1013","955.99","2025-05-07 14:44:26.035498","mcht_fec172af","a3c7c4e86a8242a282dcd571719a77f5","prod_93e20c",False,NULL
339,"txn_9d3dde67ea","user_1045","125.59","2025-05-11 08:19:20.483867","mcht_ce80720b","68f8a045a3284c66ae42d3a50fe16ec6","prod_211bf4",False,NULL
340,"txn_7be56bf7f6","user_1053","1921.01","2025-05-10 00:48:41.912288","mcht_2deb4d49","c7c1766d4a6241c0b142310dacd8130c","prod_76264a",False,NULL
341,"txn_5004a55fd5","user_1068","1819.51","2025-05-05 16:47:07.151447","mcht_dae58456","250bea1f4a14474f9bf3c8c9cc88bb14","prod_3de6f6",False,NULL
342,"txn_18cb61994f","user_1054","1276.11","2025-05-08 15:52:57.641911","mcht_13854936","1fe110fe0b224c2a89fc97473b87ee90","prod_b6b48d",False,NULL
343,"txn_18b90903e4","user_1075","1612.88","2025-05-12 04:36:45.647664","mcht_a4534fde","f91c4284f1104befb38f215dc97df451","prod_63664c",False,NULL
344,"txn_effec3d234","user_1051","1686.72","2025-05-15 15:53:59.843925","mcht_a9c8038d","85b413998e5e4218902aea1b8b31d30f","prod_4b8a74",False,NULL
345,"txn_a0fcc55a4a","user_1060","1159.04","2025-05-13 15:41:38.260899","mcht_dae58456","9ee3fb5d807d4d9f917d2dd1d4680bed","prod_b6b48d",False,NULL
346,"txn_061811f8bc","user_1002","549.61","2025-05-08 15:11:23.899636","mcht_a4534fde","1aa434cc6ff14a2380b0b2976217362f","prod_77ad1b",False,NULL
347,"txn_aa5d620768","user_1001","1617.43","2025-05-07 04:16:21.015377","mcht_dae58456","7691a931324d42e2b7288ef3c8d09e7c","prod_779a61",False,NULL
348,"txn_c41878ed47","user_1049","1202.51","2025-05-12 11:25:24.367079","mcht_9bd5be58","30cdd5c02ca84194951ae235393e49f6","prod_e963a7",False,NULL
349,"txn_412931253b","user_1045","1606.96","2025-05-13 13:50:15.954205","mcht_cf02f9fd","7176ffcd3a79416a96d2c50031cae362","prod_8c53bf",False,NULL
350,"txn_4922733f54","user_1096","298.24","2025-05-07 18:25:41.429117","mcht_8ca45277","1fc80190018f4e0a9cc972a4bcfd43aa","prod_447c15",False,NULL
351,"txn_21845a0056","user_1091","407.07","2025-05-17 01:47:40.354844","mcht_107cc45d","2031a57f38754d22b08443000fa925e8","prod_85f7af",False,NULL
